iter	RMSE
626	11.12270605
627	11.12230051
628	11.12182143
629	11.12167661
630	11.12152245
631	11.12107898
632	11.12078093
633	11.12030639
634	11.11992163
635	11.11951357
636	11.11927267
637	11.11904561
638	11.11876158
639	11.11863805
640	11.11833513
641	11.1181034
642	11.11785959
643	11.11773169
644	11.11744937
645	11.11729677
646	11.11706749
647	11.11683079
648	11.11629268
649	11.11619194
650	11.11598784
651	11.11580695
652	11.11560035
653	11.11544701
654	11.11530253
655	11.11516495
656	11.11502588
657	11.11457278
658	11.11402059
659	11.11368576
660	11.11334194
661	11.11296611
662	11.11283042
663	11.11254187
664	11.11243471
665	11.11214391
666	11.11172106
667	11.11147853
668	11.11117114
669	11.11096354
670	11.11081762
671	11.11056475
672	11.11039401
673	11.10999993
674	11.10973079
675	11.10952543
676	11.10937206
677	11.10920701
678	11.10910318
679	11.10886941
680	11.10873002
681	11.10862019
682	11.10832497
683	11.10814903
684	11.10785068
685	11.10770731
686	11.10752957
687	11.10723169
688	11.10706023
689	11.10689602
690	11.10683676
691	11.10656153
692	11.10638371
693	11.10612838
694	11.10607015
695	11.10566012
696	11.10545911
697	11.10525079
698	11.10486492
699	11.10449893
700	11.10441148
701	11.10430631
702	11.10410207
703	11.10393461
704	11.10379099
705	11.10371251
706	11.10352944
707	11.1031807
708	11.10302723
709	11.10284468
710	11.10265985
711	11.10245341
712	11.10231847
713	11.10222269
714	11.10196426
715	11.10187933
716	11.10144603
717	11.10132729
718	11.10123421
719	11.10109221
720	11.10083345
721	11.10071933
722	11.1003908
723	11.10019981
724	11.10010892
725	11.09998619
726	11.09983974
727	11.09955104
728	11.09946751
729	11.09936815
730	11.09908561
731	11.09892793
732	11.09881872
733	11.09869846
734	11.09845049
735	11.09828475
736	11.09806204
737	11.0978468
738	11.09771129
739	11.09767024
740	11.09754487
741	11.09713764
742	11.09704566
743	11.09692706
744	11.09684464
745	11.09675043
746	11.09650237
747	11.09636207
748	11.09625548
749	11.09616911
750	11.09604928
751	11.09595962
752	11.09570067
753	11.09531915
754	11.09517588
755	11.09502711
756	11.09462719
757	11.09455018
758	11.09448533
759	11.09434185
760	11.09428183
761	11.09402917
762	11.09393376
763	11.09375317
764	11.09353471
765	11.09326336
766	11.09302737
767	11.09295528
768	11.09285682
769	11.09275856
770	11.09261464
771	11.09252296
772	11.09240006
773	11.09228217
774	11.09213496
775	11.09205545
776	11.09197041
777	11.0918583
778	11.09159469
779	11.0914405
780	11.09124314
781	11.09112994
782	11.09102543
783	11.09092053
784	11.09083733
785	11.09063533
786	11.09056636
787	11.09050368
788	11.09022887
789	11.08998862
790	11.08988906
791	11.08954932
792	11.08931378
793	11.08922058
794	11.08914683
795	11.08905607
796	11.08880062
797	11.08872432
798	11.08859998
799	11.088566
800	11.08823328
801	11.08792114
802	11.0878227
803	11.08751579
804	11.08726556
805	11.08720942
806	11.08697204
807	11.08666929
808	11.08658818
809	11.08646791
810	11.08629668
811	11.08609378
812	11.08601417
813	11.08589415
814	11.08578008
815	11.08570744
816	11.08561691
817	11.08543236
818	11.0851405
819	11.08507379
820	11.08496049
821	11.08492344
822	11.08483642
823	11.0846038
824	11.0844848
825	11.08442346
826	11.08431612
827	11.08415913
828	11.08404803
829	11.08396119
830	11.08379158
831	11.08358661
832	11.08341844
833	11.08335251
834	11.08321288
835	11.08314952
836	11.08294071
837	11.0827674
838	11.0826096
839	11.0824386
840	11.08231767
841	11.08226148
842	11.08213832
843	11.08210871
844	11.08209105
845	11.08207052
846	11.08181823
847	11.08162774
848	11.08157213
849	11.081518
850	11.08133419
851	11.08127398
852	11.08120042
853	11.08113499
854	11.08102306
855	11.0809575
856	11.08090528
857	11.08079435
858	11.08076041
859	11.08067112
860	11.08060137
861	11.08051457
862	11.08046247
863	11.08039901
864	11.0802618
865	11.08002527
866	11.07999474
867	11.07994239
868	11.07986648
869	11.07978514
870	11.07969595
871	11.07945318
872	11.07938965
873	11.07937603
874	11.07931348
875	11.07926143
876	11.07911451
877	11.07892266
878	11.07870984
879	11.07864839
880	11.07848161
881	11.07841555
882	11.07837054
883	11.07831001
884	11.07824736
885	11.07819983
886	11.07808566
887	11.0780259
888	11.07799497
889	11.07796175
890	11.07785654
891	11.0776942
892	11.07755629
893	11.07750254
894	11.0774358
895	11.07740118
896	11.07735862
897	11.07727633
898	11.07721255
899	11.0771216
900	11.07699856
901	11.07677239
902	11.0767225
903	11.07667666
904	11.07663211
905	11.07656072
906	11.0764573
907	11.0764112
908	11.07622056
909	11.07615919
910	11.07611658
911	11.07609651
912	11.07596407
913	11.07591032
914	11.07585468
915	11.07571687
916	11.07560697
917	11.07557772
918	11.07546153
919	11.07544318
920	11.07534457
921	11.07529177
922	11.07523229
923	11.07517198
924	11.07509937
925	11.07504153
926	11.07500391
927	11.07495503
928	11.0748842
929	11.07477136
930	11.07474927
931	11.07471834
932	11.07468917
933	11.07460745
934	11.07452592
935	11.07448639
936	11.07443058
937	11.07438674
938	11.07435068
939	11.07419874
940	11.07418246
941	11.07406446
942	11.07396549
943	11.07392892
944	11.07371477
945	11.07365929
946	11.07356569
947	11.07336705
948	11.07331598
949	11.07326039
950	11.07320861
951	11.07317788
952	11.07313479
953	11.07307532
954	11.07293372
955	11.07288301
956	11.07285377
957	11.07278579
958	11.07267188
959	11.07263019
960	11.07256402
961	11.07252552
962	11.07249106
963	11.07246732
964	11.07236269
965	11.07223084
966	11.07215852
967	11.07205059
968	11.07201386
969	11.07195914
970	11.07177343
971	11.07172519
972	11.07169813
973	11.07166773
974	11.07153614
975	11.07140877
976	11.07137232
977	11.07132898
978	11.07127625
979	11.0711953
980	11.07103337
981	11.07095567
982	11.07091252
983	11.07074241
984	11.07067444
985	11.07065073
986	11.07046689
987	11.07040618
988	11.07037813
989	11.07019523
990	11.0700469
991	11.06997993
992	11.06994656
993	11.06989817
994	11.06980521
995	11.06977332
996	11.06967215
997	11.06963053
998	11.06954849
999	11.06951656
